id,source_url,title,institution,ministry,domain,document_type,language,date,usage_label,quality_score,priority_rank,summary,notes,source_kind,seed_id,discovery_anchor_text,document_sensitivity_guess,accessed_at,raw_file,text_length,text_hash
adm-izbris-iz-registra-zasebnih-zdravstv-6719563b0d,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/izbris-iz-registra-zasebnih-zdravstvenih-delavcev.html,Izbris iz registra zasebnih zdravstvenih delavcev,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Izbris iz registra zasebnih zdravstvenih delavcev,public,2026-04-07,data\raw\expanded\adm-izbris-iz-registra-zasebnih-zdravstv-6719563b0d.html,3027,4cfd28a7ccd1d524e9860e6121c623a8ed58971aa19fd3ae966c66d6dc98323f
adm-oprostitev-posameznih-vsebin-strokov-7dcbe2cf03,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/oprostitev-posameznih-vsebin-strokovnega-izpita-in-oprostitev-pripravnistva-in-strokovnega-izpita-za-zdravstvene-delavce-oziroma-zdravstvene-sodelavce.html,Oprostitev posameznih vsebin strokovnega izpita in oprostitev pripravništva in strokovnega izpita za zdravstvene delavce oziroma zdravstvene sodelavce,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Oprostitev posameznih vsebin strokovnega izpita in oprostitev pripravništva in strokovnega izpita za zdravstvene delavce oziroma zdravstvene sodelavce,public,2026-04-07,data\raw\expanded\adm-oprostitev-posameznih-vsebin-strokov-7dcbe2cf03.html,3622,47147199ba88403d82488d21cab4ff12e3c26f16027abe3ee0687c484a736d48
adm-poklici-in-strokovni-kadri-414b62d830,https://spot.gov.si/sl/dejavnosti-in-poklici/poklici-in-strokovni-kadri,Poklici in strokovni kadri,SPOT / Republika Slovenija,Ministrstvo za zdravje,public-sector-hr,service hub,sl,,BOTH,3,10,"<p>Pri številnih poklicih morate pred začetkom njihovega opravljanja izpolniti določene pogoje in pridobiti ustrezna dovoljenja. Preverite, ali za opravljanje željenega poklica potrebujete dovoljenje in katere pogoje morate izpolnjevati.</p> Prilagodite izpis Vse","Seed za dodatno odkrivanje reguliranih zdravstvenih dejavnosti, dovoljenj in poklicev na SPOT.",discovered,seed-health-professions-spot,Poklici in strokovni kadri,public,2026-04-07,data\raw\expanded\adm-poklici-in-strokovni-kadri-414b62d830.html,405,5185f6015468d287535b97c463abc7850bcd3cbbd03f1dd13de5e61fa8541ec8
adm-potrdilo-o-dobrem-imenu-html-3064ebfa6d,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/potrdilo-o-dobrem-imenu.html,Potrdilo o dobrem imenu na področju zdravstva,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Potrdilo o dobrem imenu na področju zdravstva,public,2026-04-07,data\raw\expanded\adm-potrdilo-o-dobrem-imenu-html-3064ebfa6d.html,3018,7985862458f3b24cb29bf38b588039fc4bddb551fd0e175b5670d1c5530139da
adm-pridobitev-dovoljenja-za-opravljanje-f4342d7b65,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/pridobitev-dovoljenja-za-opravljanje-zdravstvene-dejavnosti.html,Pridobitev dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Pridobitev dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,public,2026-04-07,data\raw\expanded\adm-pridobitev-dovoljenja-za-opravljanje-f4342d7b65.html,3183,ce3e4bdf699914a6ef6649b03d45e847e9d1e85abc317fcc410a99547d9d1136
adm-licenca-za-opravljanje-zdravilske-de-5a9d88fee1,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/licenca-za-opravljanje-zdravilske-dejavnosti.html,Pridobitev oziroma podaljšanje licence za opravljanje zdravilske dejavnosti,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Pridobitev oziroma podaljšanje licence za opravljanje zdravilske dejavnosti,public,2026-04-07,data\raw\expanded\adm-licenca-za-opravljanje-zdravilske-de-5a9d88fee1.html,3785,c3f57ca01140a5d251f1a35dd9780cabaa8c76832646c431a54ced917c30b427
adm-priznanje-poklicne-kvalifikacije-pri-f9c72da75a,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/priznanje-poklicne-kvalifikacije-pridobljene-v-eu-za-zdravstvene-poklice.html,"Priznanje poklicne kvalifikacije, pridobljene v EU za zdravstvene poklice",eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,"Priznanje poklicne kvalifikacije, pridobljene v EU za zdravstvene poklice",public,2026-04-07,data\raw\expanded\adm-priznanje-poklicne-kvalifikacije-pri-f9c72da75a.html,3172,34f4d6125d0e8ee2282a6458da5f6b4fc25eb29da08a997d47b26e622554cc1e
adm-sprememba-dovoljenja-za-opravljanje--1d87385202,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/sprememba-dovoljenja-za-opravljanje-zdravstvene-dejavnosti0.html,Sprememba dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Sprememba dovoljenja za opravljanje zdravstvene dejavnosti za fizične osebe - zasebni zdravstveni delavec,public,2026-04-07,data\raw\expanded\adm-sprememba-dovoljenja-za-opravljanje--1d87385202.html,3901,b36c783b6a2fa316338ae7d72750af713b055bba7f50fcd95abd09e944037ed5
adm-vpis-v-register-zdravstvenih-delavce-605e73e53f,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo/vpis-v-register-zdravstvenih-delavcev-in-sodelavcev.html,Vpis v register zdravstvenih delavcev in sodelavcev,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,procedure page,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,discovered,seed-health-professions-euprava,Vpis v register zdravstvenih delavcev in sodelavcev,public,2026-04-07,data\raw\expanded\adm-vpis-v-register-zdravstvenih-delavce-605e73e53f.html,3736,188d6dd772eb656e18ed4cfa8772f431883e35608675ff7ebcc3fc82a4c3215a
seed-health-professions-spot,https://spot.gov.si/sl/dejavnosti-in-poklici,Dejavnosti in poklici,SPOT / Republika Slovenija,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,4,10,"Dejavnosti Pri številnih dejavnostih morate pred začetkom njihovega opravljanja izpolniti določene pogoje in pridobiti ustrezna dovoljenja. Preverite, ali za opravljanje vaše dejavnosti potrebujete dovoljenje in katere pogoje morate izpolnjevati. Poklici in strokovni kadri","Seed za dodatno odkrivanje reguliranih zdravstvenih dejavnosti, dovoljenj in poklicev na SPOT.",seed,seed-health-professions-spot,SPOT - Dejavnosti in poklici,public,2026-04-07,data\raw\expanded\seed-health-professions-spot.html,967,04e96d697b6e14e93ced593553efd6a4535223f58e8f91cb7aa4a6c76ec16914
seed-health-events,https://www.gov.si/zbirke/storitve/vloga-za-zagotavljanje-zdravstvenega-varstva-na-prireditvah/,Zagotavljanje zdravstvenega varstva na prireditvah,Ministrstvo za zdravje,Ministrstvo za zdravje,health-procedures,procedure page,sl,1. 11. 2016,BOTH,5,10,Kazalo Zagotavljanje zdravstvenega varstva na nezahtevnih prireditvah tipa A in B Zagotavljanje zdravstvenega varstva na prireditvah za izvajalce zdravstvenega varstva,Neposreden procesni vir za zdravstvo.,seed,seed-health-events,Zagotavljanje zdravstvenega varstva na prireditvah,public,2026-04-07,data\raw\expanded\seed-health-events.html,3586,21eadcba804349519fad5bc405dfa7990c60c9addd05ae964a763dbe455269a7
seed-health-professions-euprava,https://e-uprava.gov.si/si/podrocja/delo-upokojitev/delo.html,eUprava - Delo,eUprava / Republika Slovenija,Ministrstvo za zdravje,health-procedures,service hub,sl,,BOTH,4,10,"SI Družina, otroci, zakonska zveza Osebni dokumenti, potrdila, selitev",Seed za dodatno odkrivanje zdravstvenih poklicnih in licenčnih postopkov na eUpravi.,seed,seed-health-professions-euprava,eUprava - Delo,public,2026-04-07,data\raw\expanded\seed-health-professions-euprava.html,6612,09834ee8411b4c3464442c1a3675c7a9f586d5ff527144f9cf6d4df379dca7ba
seed-ejn-help,https://ejn.gov.si/direktorat/pomoc-uporabnikom.html,Pomoč uporabnikom,e-JN / Direktorat za javno naročanje,Ministrstvo za javno upravo,public-procurement,procurement guidance,sl,,BOTH,5,11,PISAVA VELIKOST VELIKE/MALE,"Uporabna za procurement support terminologijo, routing in odgovorne zavrnitve.",seed,seed-ejn-help,Pomoč uporabnikom,public,2026-04-07,data\raw\expanded\seed-ejn-help.html,2013,3a6dbcc1eb328d1ebc2b7d66af97ef6387743fbd7684a25cb32e2a9ebf2ee3d8
seed-ejn-guidance,https://ejn.gov.si/sistem/usmeritve-in-navodila/koristne-informacije.html,Koristne informacije za javno naročanje,e-JN / Direktorat za javno naročanje,Ministrstvo za javno upravo,public-procurement,procurement guidance,sl,2. 4. 2023,BOTH,5,12,PISAVA VELIKOST VELIKE/MALE,"Visokovredni vsebinski vir za javno naročanje, ekstrakcijo, povzemanje in grounded QA.",seed,seed-ejn-guidance,Koristne informacije za javno naročanje,public,2026-04-07,data\raw\expanded\seed-ejn-guidance.html,99580,3ec201631a0d1a5e580d98cad2738ab0dae670b6be59ae91d0666f6510a20cea
